Barrie, (47045) Hourly, Fine particulate matter (PM2.5) Concentrations
Station,Barrie (47045)
Address,83 Perry St.
Latitude,44.382338
Longitude,-79.702446
Elevation, 226 metres
Air intake height,5 metres
Pollutant,Fine Particulate Matter (fine particulate matter PM2.5)
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>)
Remarks, 9999 for invalid or missing data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
47045,Fine Particulate Matter,2023-02-17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,
47045,Fine Particulate Matter,2023-02-18,3,3,3,3,3,3,5,6,7,7,7,8,9,10,9,8,8,8,9,9,11,12,14,15,
47045,Fine Particulate Matter,2023-02-19,15,17,21,22,20,16,14,8,7,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,
47045,Fine Particulate Matter,2023-02-20,6,6,6,6,6,6,6,5,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,
47045,Fine Particulate Matter,2023-02-21,4,4,4,4,4,3,3,4,4,5,7,10,6,4,5,4,3,3,3,2,2,2,2,1,
47045,Fine Particulate Matter,2023-02-22,1,1,1,2,2,3,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,
47045,Fine Particulate Matter,2023-02-23,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,4,4,5,4,5,4,4,5,6,
47045,Fine Particulate Matter,2023-02-24,6,5,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,
47045,Fine Particulate Matter,2023-02-25,2,2,3,4,5,5,4,5,6,5,5,4,4,3,3,4,4,5,7,9,11,15,14,12,
47045,Fine Particulate Matter,2023-02-26,13,15,14,14,15,15,12,11,9,8,7,6,6,6,6,5,4,4,3,3,3,3,3,3,
47045,Fine Particulate Matter,2023-02-27,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,4,
47045,Fine Particulate Matter,2023-02-28,4,4,4,5,5,5,5,5,6,7,4,3,3,3,4,4,3,3,3,3,4,5,5,5,
47045,Fine Particulate Matter,2023-03-01,5,6,7,8,9,9,11,15,16,14,13,10,7,7,6,5,4,5,6,6,7,7,11,8,
47045,Fine Particulate Matter,2023-03-02,7,7,6,9,8,6,7,8,7,4,4,5,5,5,4,4,4,3,3,3,3,4,3,4,
47045,Fine Particulate Matter,2023-03-03,5,6,5,5,5,6,6,5,4,4,5,5,6,6,7,6,5,4,4,4,4,4,3,3,
47045,Fine Particulate Matter,2023-03-04,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,8,11,
47045,Fine Particulate Matter,2023-03-05,7,8,11,11,9,9,12,11,6,7,12,13,13,13,11,9,5,5,5,5,6,7,8,7,
47045,Fine Particulate Matter,2023-03-06,7,9,8,9,8,10,7,9,7,6,4,3,3,3,3,3,3,3,5,11,10,9,3,2,
47045,Fine Particulate Matter,2023-03-07,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,
47045,Fine Particulate Matter,2023-03-08,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,
47045,Fine Particulate Matter,2023-03-09,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,5,
47045,Fine Particulate Matter,2023-03-10,5,4,4,3,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,2,
47045,Fine Particulate Matter,2023-03-11,2,1,1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,3,3,3,3,4,4,5,
47045,Fine Particulate Matter,2023-03-12,4,4,-999,-999,4,4,4,5,5,5,6,6,6,5,6,6,5,5,6,7,7,7,7,6,
47045,Fine Particulate Matter,2023-03-13,5,6,6,7,8,9,11,10,7,6,5,5,4,4,3,3,3,3,2,3,3,3,3,3,
47045,Fine Particulate Matter,2023-03-14,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
47045,Fine Particulate Matter,2023-03-15,1,1,1,1,1,2,2,3,3,3,3,2,2,3,3,3,3,4,4,9,9,6,4,4,
47045,Fine Particulate Matter,2023-03-16,5,5,5,6,8,8,12,10,11,11,10,13,12,13,15,13,13,15,13,12,13,12,8,9,
47045,Fine Particulate Matter,2023-03-17,9,7,7,7,8,9,8,8,9,9,12,9,8,5,3,4,2,2,2,2,2,2,2,2,
47045,Fine Particulate Matter,2023-03-18,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,2,1,
47045,Fine Particulate Matter,2023-03-19,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,
47045,Fine Particulate Matter,2023-03-20,4,4,4,4,5,5,6,6,7,7,7,6,6,7,8,9,10,10,11,10,11,10,8,7,
47045,Fine Particulate Matter,2023-03-21,8,10,11,9,12,11,9,11,11,11,10,7,7,7,7,8,8,8,8,9,10,9,9,8,
47045,Fine Particulate Matter,2023-03-22,8,8,8,8,8,7,5,4,5,5,6,7,9,14,14,14,14,13,14,18,22,26,27,29,
47045,Fine Particulate Matter,2023-03-23,31,33,31,27,27,25,19,16,13,13,13,10,6,5,6,5,4,4,3,3,4,4,3,3,
47045,Fine Particulate Matter,2023-03-24,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,
47045,Fine Particulate Matter,2023-03-25,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,2,3,5,4,2,1,1,0,1,
47045,Fine Particulate Matter,2023-03-26,1,2,2,2,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,5,5,7,9,9,
47045,Fine Particulate Matter,2023-03-27,9,8,6,6,8,9,8,6,6,6,5,5,4,4,3,3,4,5,5,5,5,9,4,4,
47045,Fine Particulate Matter,2023-03-28,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,5,6,7,7,11,15,
47045,Fine Particulate Matter,2023-03-29,10,5,5,6,7,10,11,10,11,13,14,14,13,4,4,3,3,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2023-03-30,3,3,3,3,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,6,9,13,11,6,
47045,Fine Particulate Matter,2023-03-31,6,5,5,6,7,9,10,11,7,6,5,5,6,8,8,8,7,8,7,6,6,5,4,3,
47045,Fine Particulate Matter,2023-04-01,2,2,1,1,1,2,4,5,4,4,4,4,5,5,3,2,2,3,3,3,3,3,2,2,
47045,Fine Particulate Matter,2023-04-02,2,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,4,4,4,4,
47045,Fine Particulate Matter,2023-04-03,4,3,3,3,4,4,5,6,8,8,7,7,5,4,4,4,3,3,5,6,10,7,7,7,
47045,Fine Particulate Matter,2023-04-04,6,6,6,5,6,7,6,5,5,4,4,5,5,5,4,4,4,4,4,4,4,3,3,3,
47045,Fine Particulate Matter,2023-04-05,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,6,10,13,11,9,10,10,
47045,Fine Particulate Matter,2023-04-06,8,5,4,3,3,3,3,6,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3,
47045,Fine Particulate Matter,2023-04-07,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,4,3,
47045,Fine Particulate Matter,2023-04-08,4,4,5,5,5,5,7,4,4,4,3,3,3,3,3,3,3,4,4,5,5,5,7,6,
47045,Fine Particulate Matter,2023-04-09,6,7,7,7,7,7,8,8,6,6,6,6,5,5,5,4,4,4,4,4,9,7,9,10,
47045,Fine Particulate Matter,2023-04-10,10,10,10,10,13,13,14,14,10,8,10,11,10,9,9,9,8,9,10,11,12,12,9999,9999,
47045,Fine Particulate Matter,2023-04-11,9999,9999,9999,9999,9999,9999,9999,9999,9999,12,14,14,10,9,8,10,9,12,11,13,10,7,7,7,
47045,Fine Particulate Matter,2023-04-12,6,6,9,11,14,13,10,9,11,13,10,9,10,11,11,13,15,14,13,13,12,20,9999,16,
47045,Fine Particulate Matter,2023-04-13,16,19,19,16,18,17,14,15,12,11,11,11,13,14,17,14,13,14,15,15,15,17,19,21,
47045,Fine Particulate Matter,2023-04-14,22,18,19,20,22,14,15,16,15,13,12,17,15,14,13,13,12,12,12,19,14,16,17,20,
47045,Fine Particulate Matter,2023-04-15,22,23,23,25,21,22,23,23,18,16,12,12,14,14,11,12,10,12,14,15,15,18,21,23,
47045,Fine Particulate Matter,2023-04-16,23,26,29,31,32,27,30,26,24,25,27,21,15,18,16,14,13,13,13,9,11,7,4,5,
47045,Fine Particulate Matter,2023-04-17,6,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,4,3,3,
47045,Fine Particulate Matter,2023-04-18,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,
47045,Fine Particulate Matter,2023-04-19,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,
47045,Fine Particulate Matter,2023-04-20,3,4,4,4,3,3,3,3,4,3,4,4,4,6,7,6,5,5,6,6,6,7,5,5,
47045,Fine Particulate Matter,2023-04-21,5,4,4,4,3,3,3,3,4,4,5,5,7,11,11,5,4,3,3,3,3,4,4,3,
47045,Fine Particulate Matter,2023-04-22,4,4,4,4,4,4,4,3,3,2,2,1,1,1,2,3,3,3,3,3,7,12,11,5,
47045,Fine Particulate Matter,2023-04-23,4,4,5,4,3,4,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,
47045,Fine Particulate Matter,2023-04-24,4,4,3,2,2,3,2,2,2,1,2,2,3,3,3,2,3,2,2,3,3,3,2,2,
47045,Fine Particulate Matter,2023-04-25,3,3,3,4,5,5,7,7,5,5,4,3,2,2,2,2,2,2,2,3,3,4,4,4,
47045,Fine Particulate Matter,2023-04-26,2,3,3,3,2,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,4,6,5,5,
47045,Fine Particulate Matter,2023-04-27,5,10,8,7,7,11,18,10,3,1,2,4,4,4,5,5,5,4,6,8,7,10,10,10,
47045,Fine Particulate Matter,2023-04-28,11,10,10,9,7,5,5,6,6,9,13,15,15,14,13,12,11,11,12,11,11,11,9,6,
47045,Fine Particulate Matter,2023-04-29,4,3,4,4,4,3,3,2,1,2,2,2,2,2,2,3,3,2,4,7,8,10,11,11,
47045,Fine Particulate Matter,2023-04-30,12,11,8,7,6,6,8,8,8,8,12,8,6,4,4,2,2,3,3,4,4,4,4,4,
47045,Fine Particulate Matter,2023-05-01,4,4,4,4,5,6,7,6,4,3,3,4,4,4,4,3,4,3,3,3,4,4,4,3,
47045,Fine Particulate Matter,2023-05-02,3,4,7,7,6,1,2,1,2,3,2,2,2,2,3,5,5,2,1,1,1,1,1,1,
47045,Fine Particulate Matter,2023-05-03,1,1,1,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1,1,1,2,3,3,3,
47045,Fine Particulate Matter,2023-05-04,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,6,6,
47045,Fine Particulate Matter,2023-05-05,6,7,6,6,5,4,4,5,5,5,5,4,2,2,2,2,3,2,2,9999,8,7,12,13,
47045,Fine Particulate Matter,2023-05-06,10,15,12,7,7,9,12,9,4,3,3,2,2,2,2,1,2,2,3,5,11,6,10,16,
47045,Fine Particulate Matter,2023-05-07,16,16,27,16,15,12,9,7,7,7,8,7,7,6,6,6,7,4,3,3,4,5,4,5,
47045,Fine Particulate Matter,2023-05-08,4,4,4,4,4,4,5,4,4,4,5,9999,9999,4,4,4,3,3,3,4,3,3,4,3,
47045,Fine Particulate Matter,2023-05-09,5,4,6,7,10,9,14,14,4,3,3,3,3,3,3,3,3,4,7,4,4,4,4,4,
47045,Fine Particulate Matter,2023-05-10,5,5,5,7,12,9,10,10,7,4,4,4,9999,7,5,5,5,5,5,5,9999,9999,9999,9999,
47045,Fine Particulate Matter,2023-05-11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,8,7,5,6,7,6,6,6,6,6,9999,9999,9999,14,
47045,Fine Particulate Matter,2023-05-12,11,8,7,8,11,9,8,11,8,8,7,9,15,5,5,6,6,8,7,7,7,7,8,8,
47045,Fine Particulate Matter,2023-05-13,8,9,9999,11,10,11,11,7,7,7,8,8,7,8,9,7,8,9,8,7,9,8,6,5,
47045,Fine Particulate Matter,2023-05-14,5,5,5,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,
47045,Fine Particulate Matter,2023-05-15,7,5,4,4,6,6,7,6,7,4,5,5,5,5,5,4,6,5,4,5,5,5,6,6,
47045,Fine Particulate Matter,2023-05-16,10,15,8,6,5,7,8,8,7,7,9,16,13,17,6,6,5,4,3,3,3,3,3,3,
47045,Fine Particulate Matter,2023-05-17,2,3,2,2,2,7,2,3,5,4,2,3,2,5,5,3,3,3,4,4,10,4,3,6,
47045,Fine Particulate Matter,2023-05-18,3,4,5,16,6,6,10,6,4,4,5,5,6,7,7,8,10,7,6,11,5,5,5,5,
47045,Fine Particulate Matter,2023-05-19,12,5,5,4,8,18,6,7,9,11,12,15,17,24,25,26,15,11,11,11,14,13,14,13,
47045,Fine Particulate Matter,2023-05-20,11,7,6,5,5,11,28,44,45,32,26,9,11,12,10,9,11,8,3,3,2,2,3,5,
47045,Fine Particulate Matter,2023-05-21,6,7,7,7,7,6,5,5,5,5,5,5,5,5,6,6,7,7,8,8,11,9,8,8,
47045,Fine Particulate Matter,2023-05-22,7,7,6,4,3,3,3,3,3,3,3,3,3,3,3,4,7,7,6,6,8,7,7,7,
47045,Fine Particulate Matter,2023-05-23,7,14,6,7,8,9,7,6,5,5,6,11,12,13,16,13,10,11,12,15,15,20,9999,15,
47045,Fine Particulate Matter,2023-05-24,12,14,14,16,15,11,11,7,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,
47045,Fine Particulate Matter,2023-05-25,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,
47045,Fine Particulate Matter,2023-05-26,9999,9999,9999,4,4,7,5,5,4,3,3,3,4,4,3,5,4,4,4,4,5,6,9,6,
47045,Fine Particulate Matter,2023-05-27,10,12,8,8,7,8,10,7,5,5,4,4,4,4,4,4,5,5,5,6,11,9999,9999,9999,
47045,Fine Particulate Matter,2023-05-28,9999,9999,9999,9999,9,8,6,7,4,4,4,4,5,5,5,5,5,6,5,5,7,6,11,6,
47045,Fine Particulate Matter,2023-05-29,5,5,9,8,15,14,15,8,9,9,10,9,9,9,8,9,9,9,10,10,12,27,12,21,
47045,Fine Particulate Matter,2023-05-30,11,10,12,14,11,13,12,9,11,8,7,9,8,8,8,8,8,8,9999,9999,9999,9999,9999,9999,
47045,Fine Particulate Matter,2023-05-31,9999,9999,9999,17,17,20,16,17,18,17,16,14,15,18,14,16,14,14,14,14,16,17,16,9999,
47045,Fine Particulate Matter,2023-06-01,16,15,17,20,16,19,28,32,19,14,13,13,12,12,15,16,14,12,12,13,15,17,17,13,
47045,Fine Particulate Matter,2023-06-02,18,13,12,12,13,16,17,13,12,13,13,13,15,16,18,17,17,15,15,16,17,17,16,16,
47045,Fine Particulate Matter,2023-06-03,15,19,24,61,57,41,27,18,18,23,33,57,59,35,21,18,16,12,7,6,7,8,8,8,
47045,Fine Particulate Matter,2023-06-04,11,8,7,7,7,6,6,5,5,4,5,5,5,10,15,29,9,10,8,8,8,8,8,33,
47045,Fine Particulate Matter,2023-06-05,17,8,9,8,10,10,15,16,17,10,15,19,23,24,35,45,45,40,29,23,22,20,23,27,
47045,Fine Particulate Matter,2023-06-06,28,25,21,17,15,16,14,20,38,83,98,98,87,87,51,56,61,91,54,43,41,27,17,11,
47045,Fine Particulate Matter,2023-06-07,10,8,13,12,15,21,18,20,68,111,76,65,68,61,72,62,41,21,13,17,7,6,8,7,
47045,Fine Particulate Matter,2023-06-08,7,7,7,13,18,24,27,39,46,60,49,38,45,51,50,39,34,34,33,35,35,35,30,27,
47045,Fine Particulate Matter,2023-06-09,25,22,23,24,24,24,27,27,27,27,29,42,32,33,32,36,28,30,40,48,49,53,52,54,
47045,Fine Particulate Matter,2023-06-10,49,41,37,24,24,36,30,27,20,16,15,15,15,16,16,15,15,16,17,16,18,21,15,24,
47045,Fine Particulate Matter,2023-06-11,16,15,14,14,15,14,15,14,15,16,17,17,15,16,14,14,15,14,14,13,14,11,13,13,
47045,Fine Particulate Matter,2023-06-12,12,12,15,16,15,16,17,17,17,17,14,12,10,6,5,3,3,3,3,3,3,2,3,4,
47045,Fine Particulate Matter,2023-06-13,5,6,6,7,9,11,11,11,10,7,7,7,8,9,8,11,11,10,9,10,11,13,12,11,
47045,Fine Particulate Matter,2023-06-14,10,12,10,8,8,8,9,9,7,6,9,10,9,9,9,10,9,9,10,8,8,8,7,7,
47045,Fine Particulate Matter,2023-06-15,5,20,9,6,8,9,9,6,6,7,7,8,7,7,7,8,10,13,14,19,25,24,21,15,
47045,Fine Particulate Matter,2023-06-16,15,14,13,13,13,14,16,17,23,31,31,32,31,33,30,31,37,35,34,35,35,35,35,33,
47045,Fine Particulate Matter,2023-06-17,29,30,29,24,22,21,21,24,25,21,21,19,20,20,19,15,12,18,17,17,19,19,18,13,
47045,Fine Particulate Matter,2023-06-18,11,24,29,32,45,28,19,12,8,12,12,13,12,10,8,8,8,8,9,9,12,14,23,14,
47045,Fine Particulate Matter,2023-06-19,24,17,14,20,23,26,25,21,16,15,10,13,18,22,21,20,21,20,19,20,19,18,16,13,
47045,Fine Particulate Matter,2023-06-20,12,11,10,9,6,6,5,6,6,7,6,5,6,6,5,5,5,7,7,7,9,11,12,22,
47045,Fine Particulate Matter,2023-06-21,18,19,15,16,20,22,20,18,15,14,13,11,10,19,35,39,37,36,35,29,27,23,20,19,
47045,Fine Particulate Matter,2023-06-22,19,20,21,23,21,28,20,22,19,17,15,14,10,8,7,6,5,5,7,17,27,12,29,31,
47045,Fine Particulate Matter,2023-06-23,5,5,5,5,5,5,4,4,4,3,3,3,5,6,5,5,13,14,9,6,4,3,5,4,
47045,Fine Particulate Matter,2023-06-24,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,3,3,4,8,8,9,18,10,
47045,Fine Particulate Matter,2023-06-25,12,9,9,9,9,9,9,16,23,24,26,22,22,24,26,22,10,8,6,5,8,8,9,7,
47045,Fine Particulate Matter,2023-06-26,7,6,5,3,4,3,3,4,5,6,5,4,5,5,6,5,5,5,6,20,11,11,5,6,
47045,Fine Particulate Matter,2023-06-27,6,7,6,6,6,6,5,5,4,4,3,5,5,48,106,86,70,67,79,90,63,57,77,102,
47045,Fine Particulate Matter,2023-06-28,87,83,94,100,82,61,55,59,101,101,111,78,81,124,151,158,135,58,14,6,8,11,13,31,
47045,Fine Particulate Matter,2023-06-29,8,45,6,5,6,12,8,9,6,7,11,22,25,38,51,44,41,48,50,45,81,97,132,70,
47045,Fine Particulate Matter,2023-06-30,71,83,92,93,87,87,89,85,85,83,79,75,70,62,74,78,76,64,53,51,66,80,84,85,
47045,Fine Particulate Matter,2023-07-01,87,85,77,68,55,50,40,31,25,30,29,27,27,28,33,28,23,20,20,18,20,29,38,26,
47045,Fine Particulate Matter,2023-07-02,26,26,28,28,27,26,24,24,20,15,14,14,13,13,13,14,16,18,17,18,19,25,22,23,
47045,Fine Particulate Matter,2023-07-03,20,22,20,9999,30,20,19,19,18,16,14,13,12,11,11,12,12,8,8,10,8,7,8,7,
47045,Fine Particulate Matter,2023-07-04,7,7,8,13,13,13,13,13,15,13,13,12,12,12,12,12,12,13,12,14,13,13,15,13,
47045,Fine Particulate Matter,2023-07-05,13,13,13,12,13,14,13,14,13,12,11,12,11,12,12,12,11,11,11,12,13,18,13,17,
47045,Fine Particulate Matter,2023-07-06,21,13,12,12,13,15,15,14,13,12,12,14,12,6,5,5,6,6,6,7,9,7,7,6,
47045,Fine Particulate Matter,2023-07-07,5,4,5,5,7,7,6,5,3,3,4,4,4,4,4,4,4,13,8,9,10,13,9,10,
47045,Fine Particulate Matter,2023-07-08,10,10,9,9,8,8,7,7,6,5,5,5,5,4,4,4,5,5,5,14,12,6,6,6,
47045,Fine Particulate Matter,2023-07-09,5,5,5,5,5,5,5,6,5,6,6,6,6,6,5,5,5,5,5,6,6,9999,12,7,
47045,Fine Particulate Matter,2023-07-10,7,7,7,7,7,7,8,7,6,6,6,7,9,9,10,11,11,10,11,11,15,14,20,11,
47045,Fine Particulate Matter,2023-07-11,11,12,11,11,12,13,12,11,9,9,10,9,9,9,7,9,9,9,8,7,7,6,7,4,
47045,Fine Particulate Matter,2023-07-12,4,4,5,7,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,9999,9999,9999,9999,
47045,Fine Particulate Matter,2023-07-13,9999,8,9,9,6,4,2,2,2,3,4,4,5,3,3,4,4,4,5,9,8,12,6,6,
47045,Fine Particulate Matter,2023-07-14,6,6,6,7,9999,9999,8,8,7,6,6,6,7,6,6,7,7,9,10,9,8,9,8,8,
47045,Fine Particulate Matter,2023-07-15,8,8,8,13,8,11,11,11,6,7,8,9,10,9,9,10,9,8,8,9,8,9,8,7,
47045,Fine Particulate Matter,2023-07-16,4,4,5,5,6,5,5,5,5,6,7,10,13,15,17,16,21,29,32,19,15,16,42,38,
47045,Fine Particulate Matter,2023-07-17,36,38,39,41,41,41,33,21,12,11,14,14,17,16,14,12,8,5,4,4,6,9999,8,7,
47045,Fine Particulate Matter,2023-07-18,6,5,5,5,9999,8,6,8,6,4,3,4,3,3,3,3,3,3,3,4,5,7,4,5,
47045,Fine Particulate Matter,2023-07-19,5,6,5,4,5,5,5,4,4,4,4,4,5,5,6,8,5,6,12,8,7,7,9,9,
47045,Fine Particulate Matter,2023-07-20,11,9,8,9999,9999,12,9,10,11,9,9,10,11,13,11,9,8,5,5,4,4,5,6,6,
47045,Fine Particulate Matter,2023-07-21,6,6,5,6,7,6,6,5,5,6,5,7,7,8,8,8,8,9,9999,11,12,9,14,10,
47045,Fine Particulate Matter,2023-07-22,9,10,11,12,10,10,14,12,8,8,7,7,7,6,6,6,6,7,8,14,12,15,13,14,
47045,Fine Particulate Matter,2023-07-23,16,12,13,9999,9999,9999,11,10,9,10,10,10,10,11,10,11,7,7,8,7,6,6,6,6,
47045,Fine Particulate Matter,2023-07-24,6,6,7,8,9,10,10,11,10,9,9,9,9,7,6,7,8,8,8,9,12,20,11,14,
47045,Fine Particulate Matter,2023-07-25,14,11,10,12,11,11,12,14,14,12,14,17,21,26,25,25,26,25,25,25,26,31,28,26,
47045,Fine Particulate Matter,2023-07-26,26,28,30,33,34,37,39,41,45,47,48,49,46,39,40,40,37,39,36,31,26,19,17,13,
47045,Fine Particulate Matter,2023-07-27,7,5,3,3,3,3,3,3,3,3,3,9,21,23,21,19,28,31,30,28,27,28,27,28,
47045,Fine Particulate Matter,2023-07-28,30,30,29,27,27,26,25,22,20,19,17,15,14,14,13,12,12,12,14,12,12,13,12,12,
47045,Fine Particulate Matter,2023-07-29,12,13,11,11,11,9,6,5,4,4,4,4,3,4,3,3,4,4,3,5,6,6,6,7,
47045,Fine Particulate Matter,2023-07-30,7,6,6,5,5,5,4,10,7,6,4,5,4,5,7,4,4,5,5,5,8,11,12,7,
47045,Fine Particulate Matter,2023-07-31,6,5,6,5,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,3,4,5,6,
47045,Fine Particulate Matter,2023-08-01,6,6,5,5,4,4,4,5,4,4,5,3,4,3,3,3,4,4,4,4,5,7,8,8,
47045,Fine Particulate Matter,2023-08-02,8,8,11,16,9999,14,14,9,7,7,7,6,9,9,11,14,15,14,11,13,15,20,16,14,
47045,Fine Particulate Matter,2023-08-03,12,12,12,9,8,13,19,17,16,16,15,14,12,12,12,13,14,13,10,5,6,5,5,5,
47045,Fine Particulate Matter,2023-08-04,5,6,7,9,13,20,24,24,14,11,14,14,13,15,14,13,15,25,34,33,32,32,32,30,
47045,Fine Particulate Matter,2023-08-05,28,27,25,22,19,17,15,11,9,8,8,6,6,5,6,6,6,6,6,6,7,7,7,7,
47045,Fine Particulate Matter,2023-08-06,7,7,8,8,8,8,7,8,8,8,8,7,7,7,8,7,8,8,8,9,8,8,7,7,
47045,Fine Particulate Matter,2023-08-07,8,7,7,7,8,7,6,6,6,8,6,4,4,4,4,4,4,6,6,6,6,5,5,3,
47045,Fine Particulate Matter,2023-08-08,4,4,5,8,10,7,9,11,12,14,16,11,10,11,11,11,10,9,11,11,11,11,11,12,
47045,Fine Particulate Matter,2023-08-09,11,10,11,13,14,14,14,14,10,10,12,13,12,11,12,13,13,14,14,14,15,14,13,13,
47045,Fine Particulate Matter,2023-08-10,14,13,13,13,14,17,15,18,18,14,14,13,13,12,12,14,14,11,9,8,7,7,6,8,
47045,Fine Particulate Matter,2023-08-11,5,5,6,4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,3,4,
47045,Fine Particulate Matter,2023-08-12,4,5,5,5,5,4,4,4,5,7,5,5,4,5,3,4,5,5,5,6,4,3,2,2,
47045,Fine Particulate Matter,2023-08-13,2,2,3,3,3,3,3,3,3,2,2,2,2,3,4,4,4,3,3,3,3,3,4,3,
47045,Fine Particulate Matter,2023-08-14,3,4,4,4,4,5,6,7,9,10,10,10,10,11,14,19,20,20,22,28,44,53,52,57,
47045,Fine Particulate Matter,2023-08-15,55,49,40,36,24,20,20,21,19,19,18,16,20,29,30,30,30,28,28,26,26,25,27,30,
47045,Fine Particulate Matter,2023-08-16,31,31,37,46,54,60,57,56,54,51,44,38,35,25,25,27,27,27,25,25,28,28,30,29,
47045,Fine Particulate Matter,2023-08-17,27,26,25,24,24,24,25,23,22,23,21,21,20,23,21,23,20,14,12,13,14,10,7,6,
47045,Fine Particulate Matter,2023-08-18,4,4,4,4,4,4,4,2,1,1,1,2,1,1,2,3,3,4,4,5,8,8,9,8,
47045,Fine Particulate Matter,2023-08-19,8,8,7,7,7,8,9,11,15,20,23,26,26,25,27,26,27,27,27,27,28,30,30,27,
47045,Fine Particulate Matter,2023-08-20,25,23,22,22,21,21,20,19,19,19,18,16,16,16,16,15,17,18,18,19,20,9999,26,18,
47045,Fine Particulate Matter,2023-08-21,18,18,18,19,16,7,7,7,6,5,5,5,5,6,6,5,4,4,4,4,4,4,5,5,
47045,Fine Particulate Matter,2023-08-22,5,5,5,6,8,11,10,11,10,7,7,7,7,7,7,6,7,8,8,7,8,8,9,9,
47045,Fine Particulate Matter,2023-08-23,10,9,10,9,10,9,9,8,7,6,6,6,6,6,7,7,6,6,7,6,6,6,7,8,
47045,Fine Particulate Matter,2023-08-24,7,6,6,6,6,6,6,7,7,8,8,8,10,9,9,11,11,11,10,9,10,11,10,10,
47045,Fine Particulate Matter,2023-08-25,10,9,9,9,8,7,7,6,6,6,5,9,10,8,5,4,4,4,5,5,6,5,6,6,
47045,Fine Particulate Matter,2023-08-26,6,6,6,6,6,6,7,6,6,5,5,4,4,4,4,3,5,5,6,8,4,5,4,4,
47045,Fine Particulate Matter,2023-08-27,4,4,4,4,4,4,5,4,4,4,5,5,5,6,6,6,5,5,5,5,6,5,5,5,
47045,Fine Particulate Matter,2023-08-28,5,5,5,5,6,6,10,7,7,5,6,6,5,5,5,5,5,5,5,6,10,6,6,6,
47045,Fine Particulate Matter,2023-08-29,6,6,6,11,10,10,12,8,9,8,7,8,7,10,9,9,8,9,10,7,15,8,8,8,
47045,Fine Particulate Matter,2023-08-30,8,7,4,4,3,2,2,2,4,4,3,3,3,4,5,5,4,4,4,4,4,4,4,4,
